FECHA (YYMMDD);HORA (HHMM);;
130131;0600;12,1;
130131;0700;35,7;
130131;0800;33,9;
130131;0900;12,8;
130131;1000;342,3;
130131;1100;347,3;
130131;1200;351,4;
130131;1300;333,4;
130131;1400;290,5;
130131;1500;257,8;
130131;1600;257,6;
130131;1700;261,8;
130131;1800;258,6;
130131;1900;258,2;
130131;2000;242,4;
130131;2100;214,2;
130131;2200;230,2;
130131;2300;243,3;
130201;0000;254,7;
130201;0100;;
130201;0200;;
130201;0300;;
130201;0400;;
130201;0500;;
130201;0600;;
130201;0700;;
130201;0800;;
130201;0900;;
130201;1000;;
130201;1100;;
130201;1200;;
130201;1300;;
130201;1400;;
130201;1500;256,1;
130201;1600;259,3;
130201;1700;249,7;
130201;1800;245,3;
130201;1900;221,8;
130201;2000;216,7;
130201;2100;183;
130201;2200;241,3;
130201;2300;58,2;
130202;0000;62,1;
130202;0100;58;
130202;0200;94,7;
130202;0300;222,9;
130202;0400;86,6;
130202;0500;58,5;
130202;0600;0,7;
130202;0700;352,9;
130202;0800;268,9;
130202;0900;250,6;
130202;1000;268,9;
130202;1100;264,9;
130202;1200;277,9;
130202;1300;262,3;
130202;1400;258,4;
130202;1500;265,5;
130202;1600;259,6;
130202;1700;259,5;
130202;1800;262,4;
130202;1900;322,7;
130202;2000;22,3;
130202;2100;38,3;
130202;2200;35,1;
130202;2300;273,4;
130203;0000;24,1;
130203;0100;47,8;
130203;0200;53,5;
130203;0300;32,6;
130203;0400;18,2;
130203;0500;77,8999;
130203;0600;63,4;
130203;0700;247,2;
130203;0800;294,3;
130203;0900;354,6;
130203;1000;342,5;
130203;1100;341,6;
130203;1200;308,6;
130203;1300;301,4;
130203;1400;280,7;
130203;1500;287,7;
130203;1600;296,7;
130203;1700;269,8;
130203;1800;268,7;
130203;1900;261,4;
130203;2000;284,7;
130203;2100;8,29999;
130203;2200;241,3;
130203;2300;88,2;
130204;0000;244,1;
130204;0100;242,2;
130204;0200;263,8;
130204;0300;257,4;
130204;0400;290,3;
130204;0500;311,5;
130204;0600;328;
130204;0700;341,4;
130204;0800;348,9;
130204;0900;1,4;
130204;1000;353,9;
130204;1100;345,5;
130204;1200;334,3;
130204;1300;279,8;
130204;1400;257,8;
130204;1500;262,7;
130204;1600;253,9;
130204;1700;258,7;
130204;1800;261;
130204;1900;257,2;
130204;2000;249;
130204;2100;239,5;
130204;2200;100,9;
130204;2300;99,7;
130205;0000;85,7;
130205;0100;98,3999;
130205;0200;50,4;
130205;0300;46,6;
130205;0400;28;
130205;0500;42,4;
130205;0600;48,8;
130205;0700;46,9;
130205;0800;18,1;
130205;0900;22,8;
130205;1000;5,5;
130205;1100;357,4;
130205;1200;341,7;
130205;1300;320,6;
130205;1400;302;
130205;1500;265,8;
130205;1600;259;
130205;1700;257,5;
130205;1800;257,7;
130205;1900;251,2;
130205;2000;246,3;
130205;2100;261,1;
130205;2200;304,7;
130205;2300;19,7;
130206;0000;11,3;
130206;0100;48,6;
130206;0200;28,3;
130206;0300;26;
130206;0400;27,3;
130206;0500;339,6;
130206;0600;84,2;
130206;0700;58,2;
130206;0800;1,5;
130206;0900;345,3;
130206;1000;298,5;
130206;1100;281,1;
130206;1200;253,8;
130206;1300;255,4;
130206;1400;257,4;
130206;1500;258,7;
130206;1600;257,9;
130206;1700;263,2;
130206;1800;261,3;
130206;1900;263,4;
130206;2000;245,5;
130206;2100;232,9;
130206;2200;59,1;
130206;2300;343,2;
130207;0000;178,3;
130207;0100;94,3999;
130207;0200;32,1;
130207;0300;86,5;
130207;0400;80,1;
130207;0500;72,1;
130207;0600;76,6;
130207;0700;90;
130207;0800;200,3;
130207;0900;257,6;
130207;1000;257,3;
130207;1100;259,4;
130207;1200;258,3;
130207;1300;260,2;
130207;1400;257,4;
130207;1500;259,2;
130207;1600;261,1;
130207;1700;246,2;
130207;1800;229,3;
130207;1900;226,3;
130207;2000;228,2;
130207;2100;323,3;
130207;2200;29,9;
130207;2300;13,6;
130208;0000;20,2;
130208;0100;20,4;
130208;0200;24;
130208;0300;20,6;
130208;0400;45,3;
130208;0500;48,8;
130208;0600;75,2999;
130208;0700;22,2;
130208;0800;358,3;
130208;0900;310,2;
130208;1000;273,8;
130208;1100;259,2;
130208;1200;261,4;
130208;1300;257,6;
130208;1400;257,7;
130208;1500;251,2;
130208;1600;251,8;
130208;1700;254;
130208;1800;256,4;
130208;1900;259,5;
130208;2000;249,9;
130208;2100;164,8;
130208;2200;322,1;
130208;2300;69,2;
130209;0000;62,1;
130209;0100;35,4;
130209;0200;67,3999;
130209;0300;72,7;
130209;0400;64,7;
130209;0500;58,8;
130209;0600;28,3;
130209;0700;2,8;
130209;0800;8,39999;
130209;0900;23,2;
130209;1000;20,2;
130209;1100;16,2;
130209;1200;357,1;
130209;1300;353;
130209;1400;349,6;
130209;1500;336,2;
130209;1600;316,9;
130209;1700;341,3;
130209;1800;17,8;
130209;1900;29,5;
130209;2000;350,7;
130209;2100;357,8;
130209;2200;42,1;
