FECHA (YYMMDD);HORA (HHMM);;
160906;1800;146;
160906;1900;44,4;
160906;2000;331;
160906;2100;318,3;
160906;2200;50,7;
160906;2300;113,8;
160907;0000;181;
160907;0100;172,2;
160907;0200;114,5;
160907;0300;115,4;
160907;0400;46,8;
160907;0500;129,2;
160907;0600;54,6;
160907;0700;56,7;
160907;0800;77,6;
160907;0900;20,2;
160907;1000;305,8;
160907;1100;109,3;
160907;1200;143,8;
160907;1300;196,8;
160907;1400;239,6;
160907;1500;272,1;
160907;1600;307,2;
160907;1700;311,2;
160907;1800;348,9;
160907;1900;37,5;
160907;2000;32,1;
160907;2100;167,1;
160907;2200;193;
160907;2300;190,8;
160908;0000;144,1;
160908;0100;184,7;
160908;0200;157,7;
160908;0300;148,4;
160908;0400;194,6;
160908;0500;132,8;
160908;0600;98,1;
160908;0700;168,7;
160908;0800;174,3;
160908;0900;223,3;
160908;1000;236,6;
160908;1100;279,9;
160908;1200;304,6;
160908;1300;304;
160908;1400;300,4;
160908;1500;310,4;
160908;1600;302;
160908;1700;33;
160908;1800;31,3;
160908;1900;28,7;
160908;2000;30,8;
160908;2100;111,7;
160908;2200;103;
160908;2300;181,9;
160909;0000;177,5;
160909;0100;152,7;
160909;0200;198,5;
160909;0300;175,3;
160909;0400;119,5;
160909;0500;94,3;
160909;0600;157,1;
160909;0700;152,7;
160909;0800;132,9;
160909;0900;249,8;
160909;1000;277,6;
160909;1100;235,7;
160909;1200;223,9;
160909;1300;202,9;
160909;1400;194,3;
160909;1500;203,7;
160909;1600;192,6;
160909;1700;184;
160909;1800;157,6;
160909;1900;172,5;
160909;2000;66,8;
160909;2100;39,7;
160909;2200;60,1;
160909;2300;58,2;
160910;0000;237,9;
160910;0100;100,5;
160910;0200;149,7;
160910;0300;73,6;
160910;0400;76,5;
160910;0500;48,3;
160910;0600;62,9;
160910;0700;45,6;
160910;0800;70,8;
160910;0900;172,5;
160910;1000;196,4;
160910;1100;139,8;
160910;1200;133,8;
160910;1300;120,3;
160910;1400;310,8;
160910;1500;314;
160910;1600;310,7;
160910;1700;270,5;
160910;1800;180,3;
160910;1900;273,9;
160910;2000;94;
160910;2100;39,1;
160910;2200;74,8;
160910;2300;71,7;
160911;0000;125,5;
160911;0100;55,4;
160911;0200;34,3;
160911;0300;36,8;
160911;0400;35,9;
160911;0500;43,4;
160911;0600;33,4;
160911;0700;302,8;
160911;0800;301,5;
160911;0900;309,2;
160911;1000;308,4;
160911;1100;303,4;
160911;1200;306,4;
160911;1300;302,3;
160911;1400;322,9;
160911;1500;311,9;
160911;1600;264,9;
160911;1700;244,4;
160911;1800;278,1;
160911;1900;270,1;
160911;2000;179,5;
160911;2100;203,2;
160911;2200;194,9;
160911;2300;159,2;
160912;0000;150,7;
160912;0100;258;
160912;0200;118,8;
160912;0300;147,6;
160912;0400;216,3;
160912;0500;174,6;
160912;0600;177,1;
160912;0700;228,2;
160912;0800;157,1;
160912;0900;162,2;
160912;1000;220,7;
160912;1100;197,3;
160912;1200;227,9;
160912;1300;219,1;
160912;1400;219,5;
160912;1500;220,1;
160912;1600;223,4;
160912;1700;218,1;
160912;1800;212,8;
160912;1900;204,9;
160912;2000;201,1;
160912;2100;189,8;
160912;2200;188;
160912;2300;186,5;
160913;0000;185;
160913;0100;186,1;
160913;0200;185,9;
160913;0300;182,3;
160913;0400;197,3;
160913;0500;189,5;
160913;0600;148,9;
160913;0700;146,2;
160913;0800;144,7;
160913;0900;197,8;
160913;1000;211,7;
160913;1100;227,1;
160913;1200;226,6;
160913;1300;220,4;
160913;1400;219;
160913;1500;220,5;
160913;1600;197,9;
160913;1700;215,8;
160913;1800;212,2;
160913;1900;105,8;
160913;2000;46,3;
160913;2100;72;
160913;2200;105,2;
160913;2300;69;
160914;0000;79,4;
160914;0100;70,3;
160914;0200;69,2;
160914;0300;73,7;
160914;0400;35,9;
160914;0500;37,9;
160914;0600;33,3;
160914;0700;45,9;
160914;0800;80,1;
160914;0900;65,9;
160914;1000;37,7;
160914;1100;78,9;
160914;1200;216,3;
160914;1300;311,5;
160914;1400;312,3;
160914;1500;306;
160914;1600;299,3;
160914;1700;306,9;
160914;1800;335,2;
160914;1900;245,9;
160914;2000;204,2;
160914;2100;131,1;
160914;2200;175,1;
160914;2300;194,9;
160915;0000;195,9;
160915;0100;193,7;
160915;0200;192,5;
160915;0300;157;
160915;0400;187,1;
160915;0500;190,9;
160915;0600;193;
160915;0700;186,4;
160915;0800;163,4;
160915;0900;163,4;
160915;1000;208,5;
160915;1100;239,6;
160915;1200;230;
160915;1300;223,4;
160915;1400;234,4;
160915;1500;231,6;
160915;1600;220,6;
160915;1700;238,3;
160915;1800;220,8;
160915;1900;213,8;
160915;2000;79,9;
160915;2100;58,7;
160915;2200;80,2;
160915;2300;145,6;
160916;0000;193,5;
160916;0100;198,8;
160916;0200;217,9;
160916;0300;225,1;
160916;0400;193,6;
160916;0500;122,5;
160916;0600;34;
160916;0700;51,5;
160916;0800;42,4;
160916;0900;52,7;
160916;1000;32,9;
160916;1100;305,1;
160916;1200;288,4;
160916;1300;5,4;
160916;1400;273;
160916;1500;243;
160916;1600;240,8;
160916;1700;223,5;
160916;1800;218,7;
160916;1900;224,1;
160916;2000;235,8;
160916;2100;216,2;
160916;2200;205;
160916;2300;200,4;
160917;0000;202,3;
160917;0100;223,2;
160917;0200;214;
160917;0300;108,5;
160917;0400;83,2;
160917;0500;141,1;
160917;0600;190,8;
160917;0700;167,2;
160917;0800;170,1;
160917;0900;206,8;
160917;1000;231,9;
160917;1100;231,5;
160917;1200;231,7;
160917;1300;223,5;
160917;1400;220,9;
160917;1500;223;
160917;1600;218,1;
160917;1700;215,2;
160917;1800;203,5;
160917;1900;184,9;
160917;2000;107,4;
160917;2100;152,1;
160917;2200;186,3;
160917;2300;183,6;
160918;0000;138,6;
160918;0100;48,8;
160918;0200;115,5;
160918;0300;177,8;
160918;0400;187,7;
160918;0500;147,6;
160918;0600;186,1;
160918;0700;138,1;
160918;0800;293,1;
160918;0900;63;
160918;1000;299,7;
160918;1100;278,4;
160918;1200;223;
160918;1300;222,7;
160918;1400;222,5;
160918;1500;222,5;
160918;1600;222,1;
160918;1700;218,9;
160918;1800;70;
160918;1900;105;
160918;2000;52,9;
160918;2100;51;
160918;2200;104,1;
160918;2300;157,5;
160919;0000;137;
160919;0100;295,5;
160919;0200;306;
160919;0300;268,5;
160919;0400;175,8;
160919;0500;172,9;
160919;0600;50,1;
160919;0700;46,9;
160919;0800;57,8;
160919;0900;240,4;
160919;1000;93,6;
160919;1100;60,2;
160919;1200;285,7;
160919;1300;307,5;
160919;1400;311,1;
160919;1500;309,9;
160919;1600;292,1;
160919;1700;274,4;
160919;1800;268,3;
160919;1900;232,3;
160919;2000;285,1;
160919;2100;357,6;
160919;2200;296,6;
160919;2300;204,2;
160920;0000;209,6;
160920;0100;242,1;
160920;0200;223;
160920;0300;329,5;
160920;0400;74,8;
160920;0500;119,7;
160920;0600;248,7;
160920;0700;311,1;
160920;0800;289,9;
160920;0900;305,8;
160920;1000;310,7;
160920;1100;318,6;
160920;1200;317,6;
160920;1300;310,3;
160920;1400;301,6;
160920;1500;305,7;
160920;1600;306,3;
160920;1700;316,7;
160920;1800;44,7;
160920;1900;311,6;
160920;2000;44,3;
160920;2100;40,7;
160920;2200;250;
160920;2300;167;
160921;0000;157,5;
160921;0100;289,1;
160921;0200;308,8;
160921;0300;280,6;
160921;0400;83,2;
160921;0500;132,8;
160921;0600;127,7;
160921;0700;74,8;
160921;0800;62,4;
160921;0900;356,6;
160921;1000;51,2;
160921;1100;306,8;
160921;1200;291,8;
160921;1300;292,7;
160921;1400;233,5;
160921;1500;215,3;
160921;1600;223,4;
160921;1700;218,6;
160921;1800;206,8;
160921;1900;61,7;
160921;2000;42,7;
160921;2100;316,2;
160921;2200;205;
160921;2300;179,6;
160922;0000;179,3;
160922;0100;206,4;
160922;0200;257,4;
160922;0300;162,2;
160922;0400;168,8;
160922;0500;278,8;
160922;0600;72,5;
160922;0700;137,9;
160922;0800;136,1;
160922;0900;97,8;
160922;1000;305,2;
160922;1100;304,9;
160922;1200;285,1;
160922;1300;258;
160922;1400;251,5;
160922;1500;224,4;
160922;1600;225;
160922;1700;241,8;
160922;1800;306,8;
160922;1900;265,4;
160922;2000;69,2;
160922;2100;137,8;
160922;2200;67,2;
160922;2300;168,1;
160923;0000;75,4;
160923;0100;68,3;
160923;0200;138,2;
160923;0300;126,6;
160923;0400;76,8;
160923;0500;60,8;
160923;0600;47;
160923;0700;13,2;
160923;0800;298,8;
160923;0900;32;
160923;1000;43,1;
160923;1100;44,4;
160923;1200;333,1;
160923;1300;;
160923;1400;;
160923;1500;310,2;
160923;1600;284,7;
160923;1700;286,2;
160923;1800;252,4;
160923;1900;161,4;
160923;2000;199,3;
160923;2100;191;
160923;2200;156,4;
160923;2300;88;
160924;0000;128,3;
160924;0100;61,8;
160924;0200;119,1;
160924;0300;152,8;
